action_count,bot_fingerprint_score,click_intervals_count,click_timestamps_count,click_timestamps_max,click_timestamps_mean,click_timestamps_min,cursorAngleVariance,cursor_acceleration_count,cursor_acceleration_max,cursor_acceleration_mean,cursor_acceleration_std,cursor_curvature_count,cursor_curvature_max,cursor_curvature_mean,cursor_curvature_min,cursor_curvature_std,cursor_movement_entropy,cursor_movements_count,cursor_movements_mean_distance,cursor_movements_total_distance,cursor_speeds_count,cursor_speeds_max,cursor_speeds_mean,cursor_speeds_min,cursor_speeds_std,hesitation_count,hesitation_mean,hesitation_min,idle_time,is_automated_browser,key_hold_times_count,key_press_times_count,keyboard_patterns_count,keyboard_patterns_max,keyboard_patterns_mean,keyboard_patterns_min,label,micropause_count,micropause_min,mouseJitter_count,mouse_angle_entropy,mouse_movement_debug_currentSpeed,mouse_movement_debug_distance,mouse_movement_debug_dx,mouse_movement_debug_dy,mouse_num_pauses,paste_detected,scroll_changes,scroll_speed_mean,scroll_speed_std,scroll_speeds_count,scroll_speeds_mean,scroll_speeds_std,speed_calculation_debug_filteredSpeed,speed_calculation_debug_latestSpeed,speed_calculation_debug_rawSpeed,typing_interval_entropy
11,0.4,0,1,1750624846941.0,1750624846941.0,1750624846941.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,False,15,10,11,1750624849524.0,1750624848266.4546,1750624847079.0,0,0,0.0,0,,0.0,0.0,0,0,,False,5,34.52729478803169,3.512623659281801,5,34.52729478803169,3.512623659281801,0.0,0.0,0.0,1.6775574404432454
103,0.5,0,1,1750624899709.0,1750624899709.0,1750624899709.0,,10,7.209733612348299,3.830513426543548,2.181723915999445,1,0.409940453152552,0.409940453152552,0.409940453152552,0.0,2.2451715894115165,9,12.719084604194007,101.75267683355206,10,396.6353486791565,256.3790266854973,48.42804030082813,106.16994676279867,0,0.0,0.0,0,False,15,15,16,1750624916495.0,1750624903819.8125,1750624900286.0,1,0,0.0,0,1.5498275036594984,48.42804030082813,6.0,0,6,0.0,False,9093,462.5427326250977,171.7530606003923,16,462.5427326250977,171.7530606003923,48.42804030082813,48.42804030082813,48.42804030082813,1.0330067132576901
86,0.5,0,1,1750624929786.0,1750624929786.0,1750624929786.0,,7,9.609680986639924,5.083655708763019,2.9264497341761295,1,0.35268428537711294,0.35268428537711294,0.35268428537711294,0.0,2.21106887114461,6,18.94734180860771,94.73670904303856,7,726.6617147099129,388.08216080897137,180.08791724393706,184.59915703219156,0,0.0,0.0,0,False,19,19,20,1750624944402.0,1750624933688.3,1750624930439.0,1,0,0.0,0,1.386296230742722,180.08791724393706,11.045361017187261,1,11,0.0,False,0,,,0,0.0,0.0,180.08791724393706,180.08791724393706,180.08791724393706,0.2637323006363853
16,0.0,0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,True,16,15,16,1750624994602.0,1750624993277.375,1750624991958.0,0,0,0.0,0,,0.0,0.0,0,0,,False,0,,,0,0.0,0.0,0.0,0.0,0.0,1.9085459456231988
82,0.1,0,1,1750625029241.0,1750625029241.0,1750625029241.0,,20,3.489026716467459,1.886968620288485,0.7856614628464216,3,0.7499999999999991,0.6105206473757424,0.37810018270776186,0.16544063639554193,2.1170721323702724,18,7.924119688153961,134.71003469861733,20,211.77466315124448,115.84953838824137,69.65740550953332,38.14827390367867,0,0.0,0.0,0,True,10,9,10,1750625032726.0,1750625031420.4,1750625030087.0,1,0,0.0,0,1.602058076280747,211.77466315124448,13.601470508735444,11,8,1.0,False,0,,,0,0.0,0.0,211.77466315124448,211.77466315124448,211.77466315124448,1.3213103848899728
10,0.5,0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,False,8,7,8,1750625092381.0,1750625092105.625,1750625091823.0,0,0,0.0,0,,0.0,0.0,0,0,,False,0,,,0,0.0,0.0,0.0,0.0,0.0,1.242540178139183
11,0.4,0,1,1750625139764.0,1750625139764.0,1750625139764.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,False,15,10,11,1750625143062.0,1750625141476.0,1750625139899.0,0,0,0.0,0,,0.0,0.0,0,0,,False,5,33.39126528465551,4.984309008259578,5,33.39126528465551,4.984309008259578,0.0,0.0,0.0,1.8313024659017292
11,0.4,0,1,1750625139764.0,1750625139764.0,1750625139764.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,False,15,10,11,1750625143062.0,1750625141476.0,1750625139899.0,0,0,0.0,0,,0.0,0.0,0,0,,False,5,33.39126528465551,4.984309008259578,5,33.39126528465551,4.984309008259578,0.0,0.0,0.0,1.8313024659017292
16,0.0,0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,True,16,15,16,1750652920186.0,1750652918883.625,1750652917565.0,0,0,0.0,0,,0.0,0.0,0,0,,False,0,,,0,0.0,0.0,0.0,0.0,0.0,1.5318985342923006
81,0.1,0,1,1750652943996.0,1750652943996.0,1750652943996.0,,23,6.815408546770922,3.0540245891533004,2.1908753724844274,4,1.1028255908891658,0.5240082519217173,0.31049181043158547,0.33452682955457125,2.1677819231707462,22,13.08096217878836,274.70020575455555,23,445.8879092557666,194.6908489371799,19.42033352127279,112.84807282930869,0,0.0,0.0,0,True,10,9,10,1750652948951.0,1750652947703.6,1750652946445.0,1,0,0.0,0,1.6123462137441233,80.33540100786465,14.0,0,14,1.0,False,0,,,0,0.0,0.0,80.33540100786465,80.33540100786465,80.33540100786465,1.4947255494394125
10,0.5,0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,False,8,7,8,1750652999041.0,1750652998504.75,1750652997961.0,0,0,0.0,0,,0.0,0.0,0,0,,False,0,,,0,0.0,0.0,0.0,0.0,0.0,1.5608169494729545
11,0.4,0,1,1750653091601.0,1750653091601.0,1750653091601.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,False,15,10,11,1750653094982.0,1750653093394.0908,1750653091835.0,0,0,0.0,0,,0.0,0.0,0,0,,False,5,31.536044187999345,7.2654435782770905,5,31.536044187999345,7.2654435782770905,0.0,0.0,0.0,1.4666578051707422
11,0.4,0,1,1750653091601.0,1750653091601.0,1750653091601.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,False,15,10,11,1750653094982.0,1750653093394.0908,1750653091835.0,0,0,0.0,0,,0.0,0.0,0,0,,False,5,31.536044187999345,7.2654435782770905,5,31.536044187999345,7.2654435782770905,0.0,0.0,0.0,1.4666578051707422
10,0.5,0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,False,13,9,10,1750653153999.0,1750653153006.1,1750653151998.0,0,0,0.0,0,,0.0,0.0,0,0,,False,5,48.791879686683,8.188049635643678,5,48.791879686683,8.188049635643678,0.0,0.0,0.0,1.9062596564141714
83,0.5,2,3,1750653200060.0,1750653197175.6667,1750653192598.0,,20,24.36321921492981,6.2246392106408495,6.0585804939607115,3,1.6257044103970424,1.1389280440027612,0.7459751009096318,0.3652241691187842,2.1044870185335767,18,28.600897860469672,486.2152636279844,20,1415.4408239059146,394.9225529702875,18.818496490335267,360.56231790868134,0,0.0,0.0,0,False,15,14,15,1750653197411.0,1750653195281.0667,1750653193299.0,1,0,0.0,0,1.3687256343783014,126.25297381477516,10.198039027185569,-2,-10,2.0,False,0,,,0,0.0,0.0,126.25297381477516,126.25297381477516,126.25297381477516,1.6742162665901301
20,0.5,0,0,0.0,0.0,0.0,,3,0.6411514771455105,0.35516116088189037,0.2219970839453454,0,0.0,0.0,0.0,0.0,2.2538575896013517,3,10.516090485431324,21.032180970862647,3,206.78005760625152,89.54698345338507,17.93826030250884,83.572292679219,0,0.0,0.0,0,False,10,9,10,1750653219797.0,1750653208910.9,1750653206733.0,0,0,0.0,0,1.4783068796350778e-05,43.92263245139487,7.615773105863909,3,7,1.0,False,1639,178.21126732521378,56.12254691396144,16,178.21126732521378,56.12254691396144,43.92263245139487,43.92263245139487,43.92263245139487,0.7885832337707434
127,0.5,1,2,1750653233442.0,1750653229262.0,1750653225082.0,,32,29.084809189506093,7.0914468849473264,7.598494918070855,6,1.7475284129948645,1.1564736908504099,0.698144017289573,0.41298273130594493,2.0826955254029142,30,35.834740429843954,1039.2074724654747,32,1491.1807963274653,411.6797340391489,10.07615634412314,418.55855731508126,0,0.0,0.0,0,False,15,14,15,1750653230242.0,1750653228724.0667,1750653226512.0,1,0,0.0,0,1.2676623513037732,62.73612442701661,10.44030650891055,-10,-3,5.0,False,564,1022.2694912628491,815.390732699625,16,1022.2694912628491,815.390732699625,62.73612442701661,62.73612442701661,62.73612442701661,1.3093836587069445
74,0.5,0,0,0.0,0.0,0.0,,13,19.140598748164898,6.9013703763399405,6.341938078493813,2,1.2890933136527585,1.0002954857467388,0.7114976578407188,0.2887978279060198,2.125159672733044,11,24.942361909626243,249.42361909626243,13,1047.5929545345741,497.31686486136834,20.21491347788263,394.8497639798226,0,0.0,0.0,0,False,16,15,16,1750653264090.0,1750653260353.0625,1750653257309.0,1,0,0.0,0,1.5229659772674011,20.21491347788263,8.54400374531753,3,-8,1.0,False,624,775.0226420055275,785.5484282321144,16,775.0226420055275,785.5484282321144,20.21491347788263,20.21491347788263,20.21491347788263,1.4769098676001169
18,0.4,0,1,1750653326458.0,1750653326458.0,1750653326458.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,False,22,17,18,1750653329553.0,1750653328093.4443,1750653326592.0,0,0,0.0,0,,0.0,0.0,0,0,,False,5,34.502785763816526,4.3207611286707435,5,34.502785763816526,4.3207611286707435,0.0,0.0,0.0,1.6319567063758236
18,0.4,0,1,1750653326458.0,1750653326458.0,1750653326458.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,False,22,17,18,1750653329553.0,1750653328093.4443,1750653326592.0,0,0,0.0,0,,0.0,0.0,0,0,,False,5,34.502785763816526,4.3207611286707435,5,34.502785763816526,4.3207611286707435,0.0,0.0,0.0,1.6319567063758236
10,0.5,0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,False,13,9,10,1750653402090.0,1750653401093.1,1750653400044.0,0,0,0.0,0,,0.0,0.0,0,0,,False,5,49.2402887410806,9.475879841512924,5,49.2402887410806,9.475879841512924,0.0,0.0,0.0,1.0746755243307584
114,0.5,0,1,1750653657041.0,1750653657041.0,1750653657041.0,,12,10.19744067337572,4.155115763913855,3.1945669046665035,2,1.3998891174773738,0.9185934613087776,0.4372978051401816,0.4812956561685961,1.9560115027140728,11,16.427463237187467,164.27463237187467,12,1228.0747946474492,337.0623630129832,13.14866261323104,311.8028361055034,0,0.0,0.0,0,False,15,14,15,1750653653165.0,1750653651094.2,1750653648570.0,1,0,0.0,0,1.8891623852084005,110.07812137367515,5.830951894845301,3,-5,1.0,False,2265,801.726013567449,236.76602298628677,16,801.726013567449,236.76602298628677,110.07812137367515,110.07812137367515,110.07812137367515,1.319788155006432
65,0.5,0,0,0.0,0.0,0.0,,5,9.027923459757293,3.0229463803570575,3.379928021655433,1,0.8043051825403795,0.8043051825403795,0.8043051825403795,0.0,2.21106887114461,6,12.10387137080915,60.51935685404575,5,469.55201990737925,204.5743546548854,38.15140569008654,150.42964073693483,0,0.0,0.0,0,False,12,11,12,1750653674937.0,1750653673684.25,1750653672162.0,0,0,0.0,0,1.0397293059039465,85.83170111686889,5.0,4,-3,1.0,False,1507,725.8722600211943,145.5955235639301,16,725.8722600211943,145.5955235639301,85.83170111686889,85.83170111686889,85.83170111686889,1.6450801410000588
107,0.5,0,1,1750653712674.0,1750653712674.0,1750653712674.0,,12,13.318575207702061,4.433593364657164,4.162596256313202,2,2.1183730477213136,1.3293239300370774,0.5402748123528412,0.7890491176842361,2.2240978714293633,11,18.271771493542214,182.71771493542215,12,679.3473355928052,294.578419370649,23.52238579508171,227.0715668695047,0,0.0,0.0,0,False,2,0,0,0.0,0.0,0.0,1,0,0.0,0,1.1490926857531767,164.6069845658653,9.486832980505138,9,-3,2.0,True,3167,682.8815781078868,205.58572518369363,16,682.8815781078868,205.58572518369363,164.6069845658653,164.6069845658653,164.6069845658653,
180,0.5,0,1,1750653728738.0,1750653728738.0,1750653728738.0,,23,12.309505568173533,3.214359037667978,3.181191000400672,3,2.012572988655453,1.2646158716351483,0.3383768135830447,0.6950163288395077,1.9207477987394992,18,13.785726347468248,234.35734790696023,23,884.3803133766615,217.29209345122584,10.626722964293272,213.02016946425417,0,0.0,0.0,0,False,14,13,14,1750653735273.0,1750653732260.7856,1750653729592.0,1,0,0.0,0,1.7710235979391664,97.95322081306303,8.48528137423857,6,6,1.0,False,5715,693.2516941844489,231.48577413688056,16,693.2516941844489,231.48577413688056,97.95322081306303,97.95322081306303,97.95322081306303,1.4797437454939946
251,0.5,1,2,1750653767158.0,1750653763517.5,1750653759877.0,,25,18.28074811752762,7.615595937386977,6.2796376261412705,4,1.4160705551117811,1.0990663989370408,0.5551051684317202,0.3252975351349453,1.9616423992313738,24,37.40705661398612,860.3623021216807,25,1102.7556255248544,468.99299420124555,11.178419442753212,360.30859110476007,0,0.0,0.0,1,False,11,9,10,1750653770301.0,1750653759233.0,1750653757006.0,1,0,0.0,0,1.0336168248337376,27.65566362744525,6.324555320336759,-2,-6,3.0,False,3825,501.7649085951847,85.57225310088339,16,501.7649085951847,85.57225310088339,27.65566362744525,27.65566362744525,27.65566362744525,0.4416534103046432
186,0.5,2,3,1750653781784.0,1750653781433.6667,1750653781029.0,,20,13.081391973107564,2.646174282636303,3.513114652412072,3,2.5975074530202744,1.5048327906251961,0.5509892286507393,0.8412351104188647,1.9791288610390114,17,39.29703797626877,628.7526076203003,20,1381.9191386851396,222.77300398826173,11.159825172636014,322.0133217751561,0,0.0,0.0,0,False,12,10,11,1750653785203.0,1750653783923.6365,1750653782703.0,1,0,0.0,0,1.580254864931708,37.618109592329525,31.400636936215164,31,-5,2.0,False,282561,149.9935379145654,14.99417613337256,16,149.9935379145654,14.99417613337256,37.618109592329525,37.618109592329525,37.618109592329525,1.2215419537710512
20,0.0,0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,True,20,19,20,1750653858360.0,1750653856963.25,1750653855673.0,0,0,0.0,0,,0.0,0.0,0,0,,False,0,,,0,0.0,0.0,0.0,0.0,0.0,1.9371739529013754
82,0.1,0,1,1750653880332.0,1750653880332.0,1750653880332.0,,20,3.2389408308091983,1.8611980803075743,0.6189775656329065,3,0.547462089450527,0.4749918674602305,0.3812192161324682,0.06951986936130482,2.220834827147195,18,7.172373393253115,121.93034768530295,20,164.90842573143834,108.05596803418027,81.4047099897513,21.290615657843883,0,0.0,0.0,0,True,10,9,10,1750653885288.0,1750653883991.7,1750653882799.0,0,0,0.0,0,1.927392315128362,164.90842573143834,8.246211251235321,2,8,1.0,False,0,,,0,0.0,0.0,164.90842573143834,164.90842573143834,164.90842573143834,1.7335344985575838
10,0.5,0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,False,8,7,8,1750653904740.0,1750653904178.375,1750653903624.0,0,0,0.0,0,,0.0,0.0,0,0,,False,0,,,0,0.0,0.0,0.0,0.0,0.0,1.3298285418111309
210,0.5,0,1,1750654108498.0,1750654108498.0,1750654108498.0,,22,14.080199734856624,7.319204203189488,4.799849565916315,4,1.73204940019618,1.0780990910540362,0.24251464637245554,0.5366221325961344,1.931132650905767,21,26.759984832559333,535.1996966511866,22,968.8566110415497,450.1358545848,26.386586120529195,278.99504122913237,0,0.0,0.0,0,False,0,0,0,0.0,0.0,0.0,1,0,0.0,0,1.1933565370701085,46.44828818378126,9.055385138137417,-9,-1,2.0,True,3000,227.59509227889373,197.49063277010555,16,227.59509227889373,197.49063277010555,46.44828818378126,46.44828818378126,46.44828818378126,
17,0.4,0,1,1750654150454.0,1750654150454.0,1750654150454.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,False,21,16,17,1750654153450.0,1750654151853.2354,1750654150568.0,0,0,0.0,0,,0.0,0.0,0,0,,False,5,31.92406495387512,2.4638445290603093,5,31.92406495387512,2.4638445290603093,0.0,0.0,0.0,1.710062724927361
17,0.4,0,1,1750654150454.0,1750654150454.0,1750654150454.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,False,21,16,17,1750654153450.0,1750654151853.2354,1750654150568.0,0,0,0.0,0,,0.0,0.0,0,0,,False,5,31.92406495387512,2.4638445290603093,5,31.92406495387512,2.4638445290603093,0.0,0.0,0.0,1.710062724927361
290,0.5,1,2,1750654188078.0,1750654185744.5,1750654183411.0,,26,25.42868611199627,6.628272904414073,5.654199770805107,5,2.454667626867041,1.1174403816866252,0.2714103337015543,0.7348419104015642,1.9743329343602793,26,25.082816004820298,627.0704001205074,26,1311.6550814470747,360.875236481071,14.206795981079564,285.60956786050167,0,0.0,0.0,0,False,10,9,10,1750654186734.0,1750654185446.1,1750654184174.0,1,0,0.0,0,1.1907007630440913,114.0037939940756,7.0710678118654755,1,-7,2.0,False,0,,,0,0.0,0.0,114.0037939940756,114.0037939940756,114.0037939940756,1.735738703679822
11,0.5,0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,False,13,9,10,1750654283378.0,1750654282346.4,1750654281343.0,0,0,0.0,0,,0.0,0.0,0,0,,False,5,48.52622481719242,9.655519579975984,5,48.52622481719242,9.655519579975984,0.0,0.0,0.0,1.5598222930652001
161,0.5,0,1,1750654620351.0,1750654620351.0,1750654620351.0,,15,19.85135421761261,3.787826908875836,4.850003142517621,2,2.668749065374667,1.6461750712777503,0.6236010771808337,1.0225739940969167,1.8932755909543664,14,29.12370169630872,378.60812205201336,15,1263.7206987885834,291.4921801527294,10.067254282234606,356.8422123375145,0,0.0,0.0,0,False,15,14,15,1750654618393.0,1750654616545.2666,1750654614884.0,1,0,0.0,0,1.424157047237483,342.58089340313785,19.235384061671343,3,-19,3.0,False,3558,230.43150386085745,155.42419128847885,16,230.43150386085745,155.42419128847885,342.58089340313785,342.58089340313785,342.58089340313785,0.5478348226126304
170,0.5,0,1,1750654643053.0,1750654643053.0,1750654643053.0,,16,14.803360108229036,5.527709103712281,4.327075035603058,3,1.1672304873767452,0.9090675155816257,0.4568244014176126,0.3208525393264961,2.010591902779992,17,29.325257589641463,469.2041214342634,16,1431.1953632188572,396.5426354144385,35.17236060455195,342.6819145054905,0,0.0,0.0,0,False,0,0,0,0.0,0.0,0.0,1,0,0.0,0,1.1700437722347277,227.96645091088655,12.0,0,12,2.0,True,832,314.9321398210267,173.09121744845856,16,314.9321398210267,173.09121744845856,227.96645091088655,227.96645091088655,227.96645091088655,
16,0.0,0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,True,16,15,16,1750654735617.0,1750654734245.3125,1750654732842.0,0,0,0.0,0,,0.0,0.0,0,0,,False,0,,,0,0.0,0.0,0.0,0.0,0.0,1.5694633657984338
41,0.1,0,1,1750654754843.0,1750654754843.0,1750654754843.0,,8,6.757859171010653,4.156524977887041,1.7736778681730443,1,0.9506578656999659,0.9506578656999659,0.9506578656999659,0.0,2.12020822394067,9,17.26682749586952,138.13461996695617,8,616.5453034195336,307.0747917615474,205.7742865227708,125.79540481934104,0,0.0,0.0,0,True,10,9,10,1750654759713.0,1750654758426.2,1750654757137.0,0,0,0.0,0,1.549828995682013,284.1976282936441,15.811388300841896,9,13,1.0,False,0,,,0,0.0,0.0,284.1976282936441,284.1976282936441,284.1976282936441,1.494773442876377
14,0.5,0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,False,12,11,12,1750654779275.0,1750654778126.8333,1750654777221.0,0,0,0.0,0,,0.0,0.0,0,0,,False,0,,,0,0.0,0.0,0.0,0.0,0.0,1.471891528861432
229,0.5,1,2,1750654810342.0,1750654807560.0,1750654804778.0,,21,25.50066843340605,5.6050369765700605,6.944684981510923,4,2.2138090565855406,1.2587344066611479,0.3299228932959015,0.6762392256184955,2.1063681909215877,20,36.60857421976985,695.5629101756272,21,1340.6303358148273,334.44676758430853,11.029293075029644,360.4392759145585,0,0.0,0.0,0,False,12,11,12,1750654807864.0,1750654806550.1667,1750654805237.0,1,0,0.0,0,1.4546594157422037,19.403136047755268,7.615773105863909,-3,7,2.0,False,0,,,0,0.0,0.0,19.403136047755268,19.403136047755268,19.403136047755268,1.8876034922276421
11,0.4,0,1,1750654844260.0,1750654844260.0,1750654844260.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,False,15,10,11,1750654847193.0,1750654845855.6365,1750654844397.0,0,0,0.0,0,,0.0,0.0,0,0,,False,5,32.54420502127307,2.0280271805778383,5,32.54420502127307,2.0280271805778383,0.0,0.0,0.0,1.677778446982559
11,0.4,0,1,1750654844260.0,1750654844260.0,1750654844260.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,False,15,10,11,1750654847193.0,1750654845855.6365,1750654844397.0,0,0,0.0,0,,0.0,0.0,0,0,,False,5,32.54420502127307,2.0280271805778383,5,32.54420502127307,2.0280271805778383,0.0,0.0,0.0,1.677778446982559
287,0.5,2,3,1750654884151.0,1750654880313.6667,1750654878037.0,,24,18.429830370329515,7.352392309934011,5.562205110247802,5,0.9811176542360746,0.7863376135059557,0.6023846975962416,0.12865339064315032,1.9958245073068737,27,36.33110974932666,944.6088534824931,24,969.9857269634915,432.99446386159815,28.51286314227031,286.65336743278067,0,0.0,0.0,0,False,11,10,11,1750654882069.0,1750654880653.182,1750654879378.0,1,0,0.0,0,1.0150848002458293,195.58604358173872,11.180339887498949,-5,-10,2.0,False,0,,,0,0.0,0.0,195.58604358173872,195.58604358173872,195.58604358173872,1.8904135026196105
10,0.5,0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,False,13,9,10,1750654908373.0,1750654907392.9,1750654906411.0,0,0,0.0,0,,0.0,0.0,0,0,,False,5,49.68456622291204,9.18418155970795,5,49.68456622291204,9.18418155970795,0.0,0.0,0.0,1.7329969152375988
153,0.5,0,0,0.0,0.0,0.0,,19,16.64184696137083,4.005924126493641,4.167352115722409,3,0.9718992479087865,0.7260637113330729,0.27873236054800243,0.31682856120335096,2.064953303852169,17,14.220009967308858,227.52015947694173,19,877.1405732930473,235.79452114961757,36.66227236007681,210.2774162311925,0,0.0,0.0,0,False,0,0,0,0.0,0.0,0.0,1,0,0.0,0,1.6170621738359596,105.78885903712822,9.055385138137417,-1,9,1.0,True,4562,691.5188396223795,230.33087457254817,16,691.5188396223795,230.33087457254817,105.78885903712822,105.78885903712822,105.78885903712822,
16,0.0,0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,True,16,15,16,1750655000318.0,1750654999006.4375,1750654997662.0,0,0,0.0,0,,0.0,0.0,0,0,,False,0,,,0,0.0,0.0,0.0,0.0,0.0,1.710653830567769
114,0.5,0,1,1750655009646.0,1750655009646.0,1750655009646.0,,9,12.39452420136007,5.57916188291255,4.326860025695823,1,1.0467797537791972,1.0467797537791972,1.0467797537791972,0.0,2.168155236015967,9,21.20086821544866,169.6069457235893,9,659.9797765049593,369.10861220657927,61.69208603029498,223.39908807673075,0,0.0,0.0,0,False,13,12,13,1750655013347.0,1750655011772.923,1750655010423.0,0,0,0.0,0,0.9557220660752552,333.26135878903654,17.0,17,0,1.0,False,4665,738.5982488733526,166.27037489448708,16,738.5982488733526,166.27037489448708,333.26135878903654,333.26135878903654,333.26135878903654,1.4717568745126384
29,0.1,0,1,1750655034610.0,1750655034610.0,1750655034610.0,,1,0.1,0.1,0.0,0,0.0,0.0,0.0,0.0,2.2538575896013517,3,756.5206540012239,1513.0413080024477,1,737.3604155240432,737.3604155240432,737.3604155240432,0.0,0,0.0,0.0,0,True,10,9,10,1750655038886.0,1750655037447.1,1750655036187.0,0,0,0.0,0,1.4783068796350778e-05,737.3604155240432,108.07867504739313,100,-41,2.0,False,0,,,0,0.0,0.0,737.3604155240432,737.3604155240432,737.3604155240432,1.4953252705053888
84,0.5,0,1,1750655077213.0,1750655077213.0,1750655077213.0,,7,4.3346467568238225,2.352712958901706,1.5279907152312675,1,0.5537750773314907,0.5537750773314907,0.5537750773314907,0.0,2.0963525794641384,7,16.86887604343318,101.21325626059907,7,934.106180248822,263.71132159083794,17.905448077950336,280.8194916365364,0,0.0,0.0,0,False,15,15,16,1750655089298.0,1750655080507.3125,1750655077999.0,1,0,0.0,0,0.9502752414400528,17.905448077950336,11.0,0,11,0.0,False,3909,636.8907551829161,191.09974830933947,16,636.8907551829161,191.09974830933947,17.905448077950336,17.905448077950336,17.905448077950336,0.6927528254890533
10,0.5,0,0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,False,8,7,8,1750655114941.0,1750655114666.0,1750655114388.0,0,0,0.0,0,,0.0,0.0,0,0,,False,0,,,0,0.0,0.0,0.0,0.0,0.0,1.3297344041546786
143,0.5,0,1,1750655135473.0,1750655135473.0,1750655135473.0,,18,25.749354853102705,10.648748748508003,9.137229146472011,3,2.1142380966384255,1.3028424883365513,0.5916948411510138,0.6256046309976393,1.9792045174343245,15,26.985674396184837,377.79944154658773,18,1447.0886525529465,694.8317016016103,30.403481872550916,518.8750048265824,0,0.0,0.0,0,False,11,10,11,1750655132478.0,1750655131396.818,1750655130233.0,1,0,0.0,0,1.2636574071980267,58.976302679893145,7.810249675906654,-5,-6,3.0,False,945,363.88516557077463,159.61649728188485,16,363.88516557077463,159.61649728188485,58.976302679893145,58.976302679893145,58.976302679893145,1.6776701827979439
